seg	tick	x	y	z	vx	vy	vz	fx	fy	fz	ux	uy	uz	avx	avy	avz	ground	boost
land_fast_drop	144	0.18	0	17.01	0	0	0.271	0.999954	0	-0.00958723	0.00958723	0	0.999954	0	0.00051	0	1	100
land_fast_drop	146	0.18	0	17.01	0	0	0.271	0.999954	0	-0.00958723	0.00958723	0	0.999954	0	0.00051	0	1	100
land_fast_drop	148	0.18	0	17.01	0	0	0.271	0.999954	0	-0.00958723	0.00958723	0	0.999954	0	0.00051	0	1	100
land_nose_down	0	0	0	319.82	0	0	-13.531	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	2	0	0	319.46	0	0	-24.351	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	4	0	0	318.92	0	0	-35.171	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	6	0	0	318.2	0	0	-45.991	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	8	0	0	317.3	0	0	-56.811	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	10	0	0	316.22	0	0	-67.631	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	12	0	0	314.96	0	0	-78.451	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	14	0	0	313.52	0	0	-89.271	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	16	0	0	311.9	0	0	-100.091	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	18	0	0	310.1	0	0	-110.911	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	20	0	0	308.12	0	0	-121.731	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	22	0	0	305.96	0	0	-132.551	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	24	0	0	303.62	0	0	-143.371	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	26	0	0	301.1	0	0	-154.191	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	28	0	0	298.39	0	0	-165.011	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	30	0	0	295.5	0	0	-175.831	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	32	0	0	292.43	0	0	-186.651	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	34	0	0	289.18	0	0	-197.471	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	36	0	0	285.75	0	0	-208.291	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	38	0	0	282.14	0	0	-219.111	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	40	0	0	278.35	0	0	-229.931	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	42	0	0	274.38	0	0	-240.751	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
